SUMMARY LEVEL,SUMMARY LEVEL 2,COUNTRY CODE,COUNTRY NAME,COUNTRY SUBCODE,GENERAL VALUES/MONTH,GENERAL VALUES/YEAR,DISTRICT,DISTRICT NAME,MONTHLY CONSUMPTION VALUE,YEARLY CONSUMPTION VALUE,COMMODITY DESCRIPTION,COMMODITY,YEAR,MONTH
CGP,HSCYCSDT,5XXX,ASIA,00,3348787,3348787,27,"LOS ANGELES, CA",3348787,3348787,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYCSDT,5XXX,ASIA,00,3421500,3421500,28,"SAN FRANCISCO, CA",3459720,3459720,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYCSDT,5XXX,ASIA,00,90106,90106,30,"SEATTLE, WA",90106,90106,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYCSDT,5XXX,ASIA,00,206460,206460,35,"MINNEAPOLIS, MN",206460,206460,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYCSDT,5XXX,ASIA,00,328850,328850,37,"MILWAUKEE, WI",328850,328850,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYCSDT,5XXX,ASIA,00,1194,1194,38,"DETROIT, MI",1194,1194,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYCSDT,5XXX,ASIA,00,1910727,1910727,39,"CHICAGO, IL",1910727,1910727,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYCSDT,5XXX,ASIA,00,175340,175340,41,"CLEVELAND, OH",175340,175340,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYCSDT,5XXX,ASIA,00,202091,202091,45,"ST. LOUIS, MO",202091,202091,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYCSDT,5XXX,ASIA,00,22092,22092,52,"MIAMI, FL",22092,22092,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYCSDT,5XXX,ASIA,00,132659,132659,53,"HOUSTON-GALVESTON, TX",132659,132659,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYCSDT,5XXX,ASIA,00,178460,178460,55,"DALLAS-FORT WORTH, TX",178460,178460,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,407135,407135,16,"CHARLESTON, SC",407135,407135,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,100359,100359,04,"BOSTON, MA",100359,100359,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,2782365,2782365,10,"NEW YORK CITY, NY",2782365,2782365,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,221603,221603,13,"BALTIMORE, MD",221603,221603,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,1290646,1290646,17,"SAVANNAH, GA",1290646,1290646,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,109945,109945,18,"TAMPA, FL",109945,109945,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,139608,139608,20,"NEW ORLEANS, LA",139608,139608,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,96020,96020,23,"LAREDO, TX",96020,96020,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,3827,3827,24,"EL PASO, TX",3827,3827,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,123134,123134,25,"SAN DIEGO, CA",123134,123134,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,112005,112005,26,"NOGALES, AZ",112005,112005,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,3348787,3348787,27,"LOS ANGELES, CA",3348787,3348787,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,3421500,3421500,28,"SAN FRANCISCO, CA",3459720,3459720,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,90106,90106,30,"SEATTLE, WA",90106,90106,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,206460,206460,35,"MINNEAPOLIS, MN",206460,206460,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,328850,328850,37,"MILWAUKEE, WI",328850,328850,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,1194,1194,38,"DETROIT, MI",1194,1194,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,1910727,1910727,39,"CHICAGO, IL",1910727,1910727,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,282114,282114,41,"CLEVELAND, OH",282114,282114,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,202091,202091,45,"ST. LOUIS, MO",202091,202091,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,22092,22092,52,"MIAMI, FL",22092,22092,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,132659,132659,53,"HOUSTON-GALVESTON, TX",132659,132659,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSDT,-,TOTAL FOR ALL COUNTRIES,-,178460,178460,55,"DALLAS-FORT WORTH, TX",178460,178460,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSCS,-,TOTAL FOR ALL COUNTRIES,00,15511687,15511687,-,TOTAL FOR ALL DISTRICTS,15549907,15549907,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCY,0003,EUROPEAN UNION,-,106774,106774,-,TOTAL FOR ALL DISTRICTS,106774,106774,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCY,0014,PACIFIC RIM COUNTRIES,-,15280046,15280046,-,TOTAL FOR ALL DISTRICTS,15318266,15318266,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCY,0020,NAFTA,-,3815,3815,-,TOTAL FOR ALL DISTRICTS,3815,3815,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCY,0021,TWENTY LATIN AMERICAN REPUBLICS,-,1083,1083,-,TOTAL FOR ALL DISTRICTS,1083,1083,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCY,0022,OECD,-,110589,110589,-,TOTAL FOR ALL DISTRICTS,110589,110589,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCY,0023,NATO,-,109506,109506,-,TOTAL FOR ALL DISTRICTS,109506,109506,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCY,0024,LAFTA,-,1083,1083,-,TOTAL FOR ALL DISTRICTS,1083,1083,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCY,0025,EURO AREA,-,106774,106774,-,TOTAL FOR ALL DISTRICTS,106774,106774,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCY,0026,APEC,-,15404913,15404913,-,TOTAL FOR ALL DISTRICTS,15443133,15443133,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCY,0027,ASEAN,-,136652,136652,-,TOTAL FOR ALL DISTRICTS,136652,136652,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSCY,1220,CANADA,-,2732,2732,-,TOTAL FOR ALL DISTRICTS,2732,2732,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCY,1XXX,NORTH AMERICA,-,3815,3815,-,TOTAL FOR ALL DISTRICTS,3815,3815,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSCY,2010,MEXICO,-,1083,1083,-,TOTAL FOR ALL DISTRICTS,1083,1083,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSCY,4279,FRANCE,-,106774,106774,-,TOTAL FOR ALL DISTRICTS,106774,106774,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCY,4XXX,EUROPE,-,106774,106774,-,TOTAL FOR ALL DISTRICTS,106774,106774,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSCY,5520,VIETNAM,-,121052,121052,-,TOTAL FOR ALL DISTRICTS,121052,121052,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSCY,5570,MALAYSIA,-,15600,15600,-,TOTAL FOR ALL DISTRICTS,15600,15600,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSCY,5700,CHINA,-,15264446,15264446,-,TOTAL FOR ALL DISTRICTS,15302666,15302666,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCY,5XXX,ASIA,-,15401098,15401098,-,TOTAL FOR ALL DISTRICTS,15439318,15439318,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0003,EUROPEAN UNION,-,106774,106774,41,"CLEVELAND, OH",106774,106774,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0014,PACIFIC RIM COUNTRIES,-,100359,100359,04,"BOSTON, MA",100359,100359,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0014,PACIFIC RIM COUNTRIES,-,2782365,2782365,10,"NEW YORK CITY, NY",2782365,2782365,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0014,PACIFIC RIM COUNTRIES,-,221603,221603,13,"BALTIMORE, MD",221603,221603,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0014,PACIFIC RIM COUNTRIES,-,407135,407135,16,"CHARLESTON, SC",407135,407135,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0014,PACIFIC RIM COUNTRIES,-,1290646,1290646,17,"SAVANNAH, GA",1290646,1290646,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0014,PACIFIC RIM COUNTRIES,-,109945,109945,18,"TAMPA, FL",109945,109945,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0014,PACIFIC RIM COUNTRIES,-,136876,136876,20,"NEW ORLEANS, LA",136876,136876,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0014,PACIFIC RIM COUNTRIES,-,95370,95370,23,"LAREDO, TX",95370,95370,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0014,PACIFIC RIM COUNTRIES,-,3827,3827,24,"EL PASO, TX",3827,3827,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0014,PACIFIC RIM COUNTRIES,-,3421500,3421500,28,"SAN FRANCISCO, CA",3459720,3459720,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0014,PACIFIC RIM COUNTRIES,-,122701,122701,25,"SAN DIEGO, CA",122701,122701,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0014,PACIFIC RIM COUNTRIES,-,112005,112005,26,"NOGALES, AZ",112005,112005,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0014,PACIFIC RIM COUNTRIES,-,3273348,3273348,27,"LOS ANGELES, CA",3273348,3273348,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0014,PACIFIC RIM COUNTRIES,-,90106,90106,30,"SEATTLE, WA",90106,90106,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0014,PACIFIC RIM COUNTRIES,-,206460,206460,35,"MINNEAPOLIS, MN",206460,206460,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0014,PACIFIC RIM COUNTRIES,-,328850,328850,37,"MILWAUKEE, WI",328850,328850,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0014,PACIFIC RIM COUNTRIES,-,1194,1194,38,"DETROIT, MI",1194,1194,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0014,PACIFIC RIM COUNTRIES,-,1865114,1865114,39,"CHICAGO, IL",1865114,1865114,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0014,PACIFIC RIM COUNTRIES,-,175340,175340,41,"CLEVELAND, OH",175340,175340,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0014,PACIFIC RIM COUNTRIES,-,202091,202091,45,"ST. LOUIS, MO",202091,202091,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0014,PACIFIC RIM COUNTRIES,-,22092,22092,52,"MIAMI, FL",22092,22092,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0014,PACIFIC RIM COUNTRIES,-,132659,132659,53,"HOUSTON-GALVESTON, TX",132659,132659,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0014,PACIFIC RIM COUNTRIES,-,178460,178460,55,"DALLAS-FORT WORTH, TX",178460,178460,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0020,NAFTA,-,2732,2732,20,"NEW ORLEANS, LA",2732,2732,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0020,NAFTA,-,650,650,23,"LAREDO, TX",650,650,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0020,NAFTA,-,433,433,25,"SAN DIEGO, CA",433,433,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0021,TWENTY LATIN AMERICAN REPUBLICS,-,650,650,23,"LAREDO, TX",650,650,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0021,TWENTY LATIN AMERICAN REPUBLICS,-,433,433,25,"SAN DIEGO, CA",433,433,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0022,OECD,-,2732,2732,20,"NEW ORLEANS, LA",2732,2732,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0022,OECD,-,650,650,23,"LAREDO, TX",650,650,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0022,OECD,-,433,433,25,"SAN DIEGO, CA",433,433,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0022,OECD,-,106774,106774,41,"CLEVELAND, OH",106774,106774,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0023,NATO,-,2732,2732,20,"NEW ORLEANS, LA",2732,2732,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0023,NATO,-,106774,106774,41,"CLEVELAND, OH",106774,106774,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0024,LAFTA,-,650,650,23,"LAREDO, TX",650,650,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0024,LAFTA,-,433,433,25,"SAN DIEGO, CA",433,433,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0025,EURO AREA,-,106774,106774,41,"CLEVELAND, OH",106774,106774,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0026,APEC,-,100359,100359,04,"BOSTON, MA",100359,100359,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0026,APEC,-,2782365,2782365,10,"NEW YORK CITY, NY",2782365,2782365,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0026,APEC,-,221603,221603,13,"BALTIMORE, MD",221603,221603,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0026,APEC,-,407135,407135,16,"CHARLESTON, SC",407135,407135,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0026,APEC,-,1290646,1290646,17,"SAVANNAH, GA",1290646,1290646,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0026,APEC,-,3827,3827,24,"EL PASO, TX",3827,3827,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0026,APEC,-,109945,109945,18,"TAMPA, FL",109945,109945,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0026,APEC,-,139608,139608,20,"NEW ORLEANS, LA",139608,139608,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0026,APEC,-,96020,96020,23,"LAREDO, TX",96020,96020,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0026,APEC,-,123134,123134,25,"SAN DIEGO, CA",123134,123134,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0026,APEC,-,112005,112005,26,"NOGALES, AZ",112005,112005,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0026,APEC,-,3348787,3348787,27,"LOS ANGELES, CA",3348787,3348787,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0026,APEC,-,3421500,3421500,28,"SAN FRANCISCO, CA",3459720,3459720,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0026,APEC,-,90106,90106,30,"SEATTLE, WA",90106,90106,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0026,APEC,-,206460,206460,35,"MINNEAPOLIS, MN",206460,206460,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0026,APEC,-,328850,328850,37,"MILWAUKEE, WI",328850,328850,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0026,APEC,-,1194,1194,38,"DETROIT, MI",1194,1194,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0026,APEC,-,1910727,1910727,39,"CHICAGO, IL",1910727,1910727,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0026,APEC,-,175340,175340,41,"CLEVELAND, OH",175340,175340,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0026,APEC,-,202091,202091,45,"ST. LOUIS, MO",202091,202091,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0026,APEC,-,22092,22092,52,"MIAMI, FL",22092,22092,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0026,APEC,-,132659,132659,53,"HOUSTON-GALVESTON, TX",132659,132659,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0026,APEC,-,178460,178460,55,"DALLAS-FORT WORTH, TX",178460,178460,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0027,ASEAN,-,75439,75439,27,"LOS ANGELES, CA",75439,75439,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0027,ASEAN,-,45613,45613,39,"CHICAGO, IL",45613,45613,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,0027,ASEAN,-,15600,15600,52,"MIAMI, FL",15600,15600,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSCYDT,1220,CANADA,-,2732,2732,20,"NEW ORLEANS, LA",2732,2732,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,1XXX,NORTH AMERICA,-,2732,2732,20,"NEW ORLEANS, LA",2732,2732,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,1XXX,NORTH AMERICA,-,650,650,23,"LAREDO, TX",650,650,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,1XXX,NORTH AMERICA,-,433,433,25,"SAN DIEGO, CA",433,433,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSCYDT,2010,MEXICO,-,650,650,23,"LAREDO, TX",650,650,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSCYDT,2010,MEXICO,-,433,433,25,"SAN DIEGO, CA",433,433,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSCYDT,4279,FRANCE,-,106774,106774,41,"CLEVELAND, OH",106774,106774,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
CGP,HSCYDT,4XXX,EUROPE,-,106774,106774,41,"CLEVELAND, OH",106774,106774,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSCYDT,5520,VIETNAM,-,75439,75439,27,"LOS ANGELES, CA",75439,75439,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSCYDT,5520,VIETNAM,-,45613,45613,39,"CHICAGO, IL",45613,45613,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSCYDT,5570,MALAYSIA,-,15600,15600,52,"MIAMI, FL",15600,15600,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSCYDT,5700,CHINA,-,100359,100359,04,"BOSTON, MA",100359,100359,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSCYDT,5700,CHINA,-,2782365,2782365,10,"NEW YORK CITY, NY",2782365,2782365,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSCYDT,5700,CHINA,-,221603,221603,13,"BALTIMORE, MD",221603,221603,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSCYDT,5700,CHINA,-,407135,407135,16,"CHARLESTON, SC",407135,407135,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSCYDT,5700,CHINA,-,1290646,1290646,17,"SAVANNAH, GA",1290646,1290646,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
DET,HSCYDT,5700,CHINA,-,109945,109945,18,"TAMPA, FL",109945,109945,"GLOVES,SEAMLESS,SURGICAL & MEDICAL,OF PLASTIC",3926201010,2020,01
